graph_idx,node_idx,package,version,operation,value,file,code_full,code,startLineNumber,startColumnNumber,endLineNumber,endColumnNumber,tainted,flows_from,sink_type
166,1,pkg_0166,0.0.0,call:Function,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0166 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // input is sanitized to an allowlist before use (call:Function)
  const arg = String(input).replace(/[^a-z0-9_.-]/gi, '');
  return cp.execFile('run', ['--target', arg]);
}
module.exports = handler;
",1,2731,1,2772,True,2,Function
167,1,pkg_0167,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0167 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:spawnWithSignal)
  return Function('return ' + payload)();
}
module.exports = handler;
",15,10,15,63,True,2,spawn
168,1,pkg_0168,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0168 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:exec)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",12,3,12,26,True,2,exec
169,1,pkg_0169,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0169 — not derived from any real package
function handler(req) {
  // parse a constant, well-formed structure; no dynamic sink (call:spawnWithSignal)
  const cfg = JSON.parse('{""mode"":""safe""}');
  return cfg.mode;
}
module.exports = handler;
",88,22,88,46,False,2,spawn
170,1,pkg_0170,0.0.0,call:Function,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0170 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:Function)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",63,18,63,164,True,2,Function
171,1,pkg_0171,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0171 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:exec)
  return Function('return ' + payload)();
}
module.exports = handler;
",46,3,128,5,True,2,exec
172,1,pkg_0172,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0172 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // input is sanitized to an allowlist before use (call:spawnWithSignal)
  const arg = String(input).replace(/[^a-z0-9_.-]/gi, '');
  return cp.execFile('run', ['--target', arg]);
}
module.exports = handler;
",40,19,40,103,False,2,spawn
173,1,pkg_0173,0.0.0,call:eval,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0173 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:eval)
  return Function('return ' + payload)();
}
module.exports = handler;
",6,17,6,67,True,2,eval
174,1,pkg_0174,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0174 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // input is sanitized to an allowlist before use (call:spawnWithSignal)
  const arg = String(input).replace(/[^a-z0-9_.-]/gi, '');
  return cp.execFile('run', ['--target', arg]);
}
module.exports = handler;
",5,10,12,4,False,2,spawn
175,1,pkg_0175,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0175 — not derived from any real package
function handler(req) {
  // parse a constant, well-formed structure; no dynamic sink (call:spawnWithSignal)
  const cfg = JSON.parse('{""mode"":""safe""}');
  return cfg.mode;
}
module.exports = handler;
",31,18,31,56,False,2,spawn
176,1,pkg_0176,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0176 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // input is sanitized to an allowlist before use (call:spawnWithSignal)
  const arg = String(input).replace(/[^a-z0-9_.-]/gi, '');
  return cp.execFile('run', ['--target', arg]);
}
module.exports = handler;
",26,13,26,35,False,2,spawn
177,1,pkg_0177,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0177 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:exec)
  return Function('return ' + payload)();
}
module.exports = handler;
",37,3,47,5,True,2,exec
178,1,pkg_0178,0.0.0,call:execSync,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0178 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:execSync)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",46,15,46,42,True,2,exec
179,1,pkg_0179,0.0.0,call:eval,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0179 — not derived from any real package
function handler(req) {
  // parse a constant, well-formed structure; no dynamic sink (call:eval)
  const cfg = JSON.parse('{""mode"":""safe""}');
  return cfg.mode;
}
module.exports = handler;
",482,17,489,13,True,2,eval
180,1,pkg_0180,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0180 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:exec)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",24,3,26,5,True,2,exec
181,1,pkg_0181,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0181 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:spawnWithSignal)
  return Function('return ' + payload)();
}
module.exports = handler;
",12,17,12,70,True,2,spawn
182,1,pkg_0182,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0182 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:exec)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",13,3,13,34,True,2,exec
183,1,pkg_0183,0.0.0,call:execSync,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0183 — not derived from any real package
function handler(req) {
  const payload = req.query.data;
  // unsafe dynamic evaluation of attacker-controlled input (call:execSync)
  return Function('return ' + payload)();
}
module.exports = handler;
",119,7,119,40,True,2,exec
184,1,pkg_0184,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0184 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // input is sanitized to an allowlist before use (call:spawnWithSignal)
  const arg = String(input).replace(/[^a-z0-9_.-]/gi, '');
  return cp.execFile('run', ['--target', arg]);
}
module.exports = handler;
",56,40,56,84,False,2,spawn
185,1,pkg_0185,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0185 — not derived from any real package
function handler(req) {
  // parse a constant, well-formed structure; no dynamic sink (call:spawnWithSignal)
  const cfg = JSON.parse('{""mode"":""safe""}');
  return cfg.mode;
}
module.exports = handler;
",14,17,14,142,False,2,spawn
186,1,pkg_0186,0.0.0,call:exec,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0186 — not derived from any real package
const cp = require('child_process');
function handler(input) {
  // tainted value flows unsanitized into a command sink (call:exec)
  return cp.exec('run --target ' + input);
}
module.exports = handler;
",28,3,56,5,True,2,exec
187,1,pkg_0187,0.0.0,call:spawnWithSignal,redacted,redacted,redacted,"// SYNTHETIC SAMPLE #0187 — not derived from any real package
function handler(req) {
  // parse a constant, well-formed structure; no dynamic sink (call:spawnWithSignal)
  const cfg = JSON.parse('{""mode"":""safe""}');
  return cfg.mode;
}
module.exports = handler;
",74,21,74,59,False,2,spawn
